fare_id,route_id,origin_id,destination_id,contains_id
FREEAIR,AIR,,,
DAYPASS_600,225,,,
CASH_250,235,,,
DAYPASS_1200,235,,,
DAYPASS_1500,235,,,
DAYPASS_600,235,,,
CASH_250,237,,,
DAYPASS_1200,237,,,
DAYPASS_1500,237,,,
DAYPASS_600,237,,,
CASH_500,280,,,
DAYPASS_1200,280,,,
DAYPASS_1500,280,,,
CASH_500,290,,,
DAYPASS_1200,290,,,
DAYPASS_1500,290,,,
DAYPASS_1200,510,,,
DAYPASS_1500,510,,,
DAYPASS_600,510,,,
tr0,510,,,
DAYPASS_1200,520,,,
DAYPASS_1500,520,,,
DAYPASS_600,520,,,
tr0,520,,,
DAYPASS_1200,530,,,
DAYPASS_1500,530,,,
DAYPASS_600,530,,,
tr0,530,,,
CASH_250,701,,,
DAYPASS_1200,701,,,
DAYPASS_1500,701,,,
DAYPASS_600,701,,,
CASH_250,704,,,
DAYPASS_1200,704,,,
DAYPASS_1500,704,,,
DAYPASS_600,704,,,
CASH_250,705,,,
DAYPASS_1200,705,,,
DAYPASS_1500,705,,,
DAYPASS_600,705,,,
CASH_250,707,,,
DAYPASS_1200,707,,,
DAYPASS_1500,707,,,
DAYPASS_600,707,,,
CASH_250,709,,,
DAYPASS_1200,709,,,
DAYPASS_1500,709,,,
DAYPASS_600,709,,,
CASH_250,712,,,
DAYPASS_1200,712,,,
DAYPASS_1500,712,,,
DAYPASS_600,712,,,
CASH_250,815,,,
DAYPASS_1200,815,,,
DAYPASS_1500,815,,,
DAYPASS_600,815,,,
CASH_250,816,,,
DAYPASS_1200,816,,,
DAYPASS_1500,816,,,
DAYPASS_600,816,,,
CASH_250,832,,,
DAYPASS_1200,832,,,
DAYPASS_1500,832,,,
DAYPASS_600,832,,,
CASH_250,833,,,
DAYPASS_1200,833,,,
DAYPASS_1500,833,,,
DAYPASS_600,833,,,
CASH_250,834,,,
DAYPASS_1200,834,,,
DAYPASS_1500,834,,,
DAYPASS_600,834,,,
CASH_250,838,,,
DAYPASS_1200,838,,,
DAYPASS_1500,838,,,
DAYPASS_600,838,,,
CASH_250,848,,,
DAYPASS_1200,848,,,
DAYPASS_1500,848,,,
DAYPASS_600,848,,,
CASH_250,851,,,
DAYPASS_1200,851,,,
DAYPASS_1500,851,,,
DAYPASS_600,851,,,
CASH_250,852,,,
DAYPASS_1200,852,,,
DAYPASS_1500,852,,,
DAYPASS_600,852,,,
CASH_250,854,,,
DAYPASS_1200,854,,,
DAYPASS_1500,854,,,
DAYPASS_600,854,,,
CASH_250,855,,,
DAYPASS_1200,855,,,
DAYPASS_1500,855,,,
DAYPASS_600,855,,,
CASH_250,856,,,
DAYPASS_1200,856,,,
DAYPASS_1500,856,,,
DAYPASS_600,856,,,
CASH_250,864,,,
DAYPASS_1200,864,,,
DAYPASS_1500,864,,,
DAYPASS_600,864,,,
CASH_250,872,,,
DAYPASS_1200,872,,,
DAYPASS_1500,872,,,
DAYPASS_600,872,,,
CASH_250,874,,,
DAYPASS_1200,874,,,
DAYPASS_1500,874,,,
DAYPASS_600,874,,,
CASH_250,875,,,
DAYPASS_1200,875,,,
DAYPASS_1500,875,,,
DAYPASS_600,875,,,
CASH_800,888,,,
DAYPASS_1500,888,,,
CASH_800,891,,,
DAYPASS_1500,891,,,
CASH_800,892,,,
DAYPASS_1500,892,,,
CASH_800,894,,,
DAYPASS_1500,894,,,
CASH_250,901,,,
DAYPASS_1200,901,,,
DAYPASS_1500,901,,,
DAYPASS_600,901,,,
CASH_250,904,,,
DAYPASS_1200,904,,,
DAYPASS_1500,904,,,
DAYPASS_600,904,,,
CASH_250,905,,,
DAYPASS_1200,905,,,
DAYPASS_1500,905,,,
DAYPASS_600,905,,,
CASH_250,906,,,
DAYPASS_1200,906,,,
DAYPASS_1500,906,,,
DAYPASS_600,906,,,
CASH_250,907,,,
DAYPASS_1200,907,,,
DAYPASS_1500,907,,,
DAYPASS_600,907,,,
CASH_250,909,,,
DAYPASS_1200,909,,,
DAYPASS_1500,909,,,
DAYPASS_600,909,,,
CASH_250,916,,,
DAYPASS_1200,916,,,
DAYPASS_1500,916,,,
DAYPASS_600,916,,,
CASH_250,917,,,
DAYPASS_1200,917,,,
DAYPASS_1500,917,,,
DAYPASS_600,917,,,
CASH_250,921,,,
DAYPASS_1200,921,,,
DAYPASS_1500,921,,,
DAYPASS_600,921,,,
CASH_250,923,,,
DAYPASS_1200,923,,,
DAYPASS_1500,923,,,
DAYPASS_600,923,,,
CASH_250,928,,,
DAYPASS_1200,928,,,
DAYPASS_1500,928,,,
DAYPASS_600,928,,,
CASH_250,929,,,
DAYPASS_1200,929,,,
DAYPASS_1500,929,,,
DAYPASS_600,929,,,
CASH_250,932,,,
DAYPASS_1200,932,,,
DAYPASS_1500,932,,,
DAYPASS_600,932,,,
CASH_250,933,,,
DAYPASS_1200,933,,,
DAYPASS_1500,933,,,
DAYPASS_600,933,,,
CASH_250,934,,,
DAYPASS_1200,934,,,
DAYPASS_1500,934,,,
DAYPASS_600,934,,,
CASH_250,936,,,
DAYPASS_1200,936,,,
DAYPASS_1500,936,,,
DAYPASS_600,936,,,
CASH_250,944,,,
DAYPASS_1200,944,,,
DAYPASS_1500,944,,,
DAYPASS_600,944,,,
CASH_250,945,,,
DAYPASS_1200,945,,,
DAYPASS_1500,945,,,
DAYPASS_600,945,,,
CASH_250,950,,,
DAYPASS_1200,950,,,
DAYPASS_1500,950,,,
DAYPASS_600,950,,,
CASH_250,955,,,
DAYPASS_1200,955,,,
DAYPASS_1500,955,,,
DAYPASS_600,955,,,
CASH_250,961,,,
DAYPASS_1200,961,,,
DAYPASS_1500,961,,,
DAYPASS_600,961,,,
CASH_250,962,,,
DAYPASS_1200,962,,,
DAYPASS_1500,962,,,
DAYPASS_600,962,,,
CASH_250,963,,,
DAYPASS_1200,963,,,
DAYPASS_1500,963,,,
DAYPASS_600,963,,,
CASH_250,964,,,
DAYPASS_1200,964,,,
DAYPASS_1500,964,,,
DAYPASS_600,964,,,
CASH_250,965,,,
DAYPASS_1200,965,,,
DAYPASS_1500,965,,,
DAYPASS_600,965,,,
CASH_250,967,,,
DAYPASS_1200,967,,,
DAYPASS_1500,967,,,
DAYPASS_600,967,,,
CASH_250,968,,,
DAYPASS_1200,968,,,
DAYPASS_1500,968,,,
DAYPASS_600,968,,,
FREE,972,,,
FREE,973,,,
FREE,974,,,
FREE,978,,,
FREE,979,,,
CASH_250,985,,,
DAYPASS_1200,985,,,
DAYPASS_1500,985,,,
DAYPASS_600,985,,,
CASH_250,992,,,
DAYPASS_1200,992,,,
DAYPASS_1500,992,,,
DAYPASS_600,992,,,
CASH_FRY,COR,,,
